id,city,name,link,img,address,rating,price,Babysitting service,Kitchen,Shops,Massage,Swimming pool [indoor],Golf course [on-site],Family room,Table tennis,Restaurants,Playground,Garden,Sauna,Fitness center,Kids club,Poolside bar,Swimming pool [outdoor],Casino,Front desk [24-hour],Nightclub,Steamroom,Smoking area,Bar,Hot spring bath,Tennis court,Hot tub,Spa,Shared kitchen
HaNoi213,Ha Noi,VATC Sleep Pod - Terminal 1,https://www.agoda.com/vatc-sleep-pod-terminal-1/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/793447/-1/7eb1426e4f9e6594b10e73dcc1c8289f.jpg?s=1024x768,"3rd Floor, T1 Terminal, Noi Bai Airport, Hanoi, Vietnam",7.6,778370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi214,Ha Noi,Hanoi Aria Central Hotel & Spa,https://www.agoda.com/hanoi-aria-central-hotel-spa/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=4,https://pix6.agoda.net/hotelImages/6497892/-1/5ad417f057a321d2e866770cf5197ee2.jpg?s=1024x768,"45 Le Duan, Hoan Kiem District, Hanoi, Vietnam, 100000",7.5,495000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HaNoi215,Ha Noi,A1 Hill Hanoi Hotel,https://www.agoda.com/a1-hill-hanoi-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/118/1184858/1184858_16032116260040947446.jpg?s=1024x768,"850 Lang Street, Cau Giay District, Hanoi, Vietnam",8.2,606061,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi216,Ha Noi,Hanoi 3B Hotel,https://www.agoda.com/hanoi-3b-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/223241/-1/8224b433bdb92237e87e567fd846a12f.jpg?s=1024x768,"20 Hong Phuc Ba Dinh Hanoi, Dong Xuan Market, Hanoi, Vietnam, 10000",8.2,828830,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi217,Ha Noi,InterContinental Hanoi Westlake,https://www.agoda.com/intercontinental-hanoi-westlake/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/6535380/0/5595c85d387c7211204e1d57c5bbceee.jpg?s=1024x768,"5 Tu Hoa, Tay Ho District, Hanoi, Vietnam",8.4,3132977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HaNoi218,Ha Noi,Le Foyer Hotel Hanoi,https://www.agoda.com/le-foyer-hotel-hanoi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/237/237790/237790_15081809520034475844.jpg?s=1024x768,"39 Gia Ngu Street, Hoan Kiem District, Old Quarter, Hanoi, Vietnam",8.2,778598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi219,Ha Noi,OYO 230 Titanic Hotel,https://www.agoda.com/oyo-230-titanic-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/8091413/-1/d3a34d10104fa12eb8a61f239626d6c1.jpg?s=1024x768,"471 An Duong Vuong, Dong Ngac, Tu Liem, Ha Noi, Vietnam, Tu Liem District, Hanoi, Vietnam, 100000",7.1,202962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi222,Ha Noi,Thang Long Opera Hotel Hanoi,https://www.agoda.com/thang-long-opera-hotel-hanoi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/1615600/-1/05daf856648e777371f4cabdad16cd0b.jpg?s=1024x768,"1C Tong Dan Street, Ly Thai To Ward, Hoan Kiem District, Hanoi, Vietnam, 100000",8.2,1484600,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HaNoi223,Ha Noi,Central Homestay Inn & Travel,https://www.agoda.com/central-homestay-inn-travel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/140/1400157/1400157_16101416190047764764.jpg?s=1024x768,"109A Ma May Str., Hoan Kiem, Old Quarter, Hanoi, Vietnam, 10000",6.9,818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi225,Ha Noi,Sen Grand Hotel & Spa managed by Sen Group,https://www.agoda.com/sen-grand-hotel-spa-managed-by-sen-group/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/6165919/-1/de3402b5d997c2e3cc026212badd18ec.jpg?s=1024x768,"118/20 Nguyen Khanh Toan, Cau Giay, Hanoi, Cau Giay District, Hanoi, Vietnam, 10000",8.7,1209957,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
HaNoi226,Ha Noi,Hilton Hanoi Opera,https://www.agoda.com/hilton-hanoi-opera_4/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/10962/0/39a2a919a0f13015e1f523b50dbafa15.jpg?s=1024x768,"1 Le Thanh Tong St, Hoan Kiem District, Hoan Kiem District, Hanoi, Vietnam, 10000",8.1,2947320,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HaNoi227,Ha Noi,Thai Ha Hotel,https://www.agoda.com/thai-ha-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/446/446846/446846_14072211160020388281.jpg?s=1024x768,"No.27, Alley 3, Thai Ha Street, Trung Liet Ward, Dong Da Dist, Dong Da District, Hanoi, Vietnam",6.2,401905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi229,Ha Noi,Hanoi Le Jardin Hotel & Spa,https://www.agoda.com/hanoi-le-jardin-hotel-spa/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/6600413/-1/8a4173c4c5c2b6bf2d95be6badb3dc8a.jpg?s=1024x768,"46A Nguyen Truong To, Ba Dinh District, Hanoi, Vietnam, 10000",9.0,1592887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
HaNoi230,Ha Noi,Bonne Nuit Hotel,https://www.agoda.com/bonne-nuit-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/730060/-1/3b74b52838ee2069d1b94e986fb9ccf4.jpg?s=1024x768,"30A Cua Dong Street, Old Quarter, Hanoi, Vietnam, 70000",8.5,1090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi231,Ha Noi,Hanoi Peridot Hotel,https://www.agoda.com/hanoi-peridot-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/940/940491/940491_15111723300037814546.jpg?s=1024x768,"52 Bat Su Street, Old Quarter, Hoan Kiem, Old Quarter, Hanoi, Vietnam, 10000",8.9,1125662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi232,Ha Noi,Hanoian Lakeside Hotel,https://www.agoda.com/hanoian-lakeside-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/6912149/-1/7320db87543fcc76ea83a7dba83a55fc.jpg?s=1024x768,"60 Cau Go, Old Quarter, Hanoi, Vietnam, 100000",9.5,19116883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi233,Ha Noi,Saigon Sun Hotel - Xa Dan,https://www.agoda.com/saigon-sun-hotel-xa-dan/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/290207/-1/a7ad0a1b060b65fb879287c82be9ad69.jpg?s=1024x768,"241 Alley, Xa Dan Street, Dong Da District, Dong Da District, Hanoi, Vietnam",5.0,329004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi235,Ha Noi,Pullman Hanoi Hotel,https://www.agoda.com/pullman-hanoi-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/109/10961/10961_17040709480052179547.jpg?s=1024x768,"40 Cat Linh Street (Entrance 61 Giang Vo street), Dong Da District, Hanoi, Vietnam, 10000",8.0,2330000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
HaNoi236,Ha Noi,Hanoi Old Quarter Hostel,https://www.agoda.com/hanoi-old-quarter-hostel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=1,https://pix5.agoda.net/hotelImages/985/985176/985176_15101219540036801237.jpg?s=1024x768,"32 Hàng Vai, Old Quater, Hanoi, Old Quarter, Hanoi, Vietnam, 100000",9.1,2011019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi238,Ha Noi,The Lapis Hotel,https://www.agoda.com/the-lapis-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/180/1804917/1804917_17011115120050254228.jpg?s=1024x768,"21 Tran Hung Dao, Hoan Kiem, Hanoi, Hoan Kiem District, Hanoi, Vietnam, 10000",8.9,1478151,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
HaNoi239,Ha Noi,Happy Hotel - Kim Ma,https://www.agoda.com/happy-hotel-kim-ma/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/410/410143/410143_15031209520026020888.jpg?s=1024x768,"No.29, Alley 294, Kim Ma Street, Ba Dinh District, Ba Dinh District, Hanoi, Vietnam",7.1,692641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi240,Ha Noi,iStay Hotel Apartment 1,https://www.agoda.com/istay-hotel-apartment-1/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/1196151/-1/9bbf309fcd01ae21f890b47b4017d1bf.jpg?s=1024x768,"No.34, Lane 2, Tran Van Lai St., My Dinh 1 ward, Nam Tu Liem Dist, Hanoi, My Dinh, Hanoi, Vietnam, 100000",7.2,562771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi242,Ha Noi,7S Hotel Splendid Star Boutique,https://www.agoda.com/splendid-star-boutique-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/462/462738/462738_17072416450054641405.jpg?s=1024x768,"19 Au Trieu, Hoan Kiem District, Hoan Kiem District, Hanoi, Vietnam",8.6,1208057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi244,Ha Noi,Luxury Old Quarter Hotel,https://www.agoda.com/luxury-old-quarter-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/172/1723531/1723531_17051223410052958463.jpg?s=1024x768,"67 Hang Bo Street Old Quarter Hanoi, Old Quarter, Hanoi, Vietnam, 10000",9.1,1500000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi245,Ha Noi,The Dreamers' House Hanoi Old Quarter,https://www.agoda.com/the-dreamers-house-hanoi-old-quarter/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/702/7026775/7026775_19051320060074464305.jpg?s=1024x768,"39A Alley, Dao Duy Tu street, Hang Buom Ward, Hoan Kiem District, Hanoi, Vietnam, Old Quarter, Hanoi, Vietnam, 10000",8.5,543750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi246,Ha Noi,Church Boutique Hotel Hang Trong,https://www.agoda.com/church-boutique-hotel-hang-trong/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/161/161765/161765_16091417130046456623.jpg?s=1024x768,"35-37 Hang Trong Street, Hoan Kiem District, Hoan Kiem District, Hanoi, Vietnam, 10000",7.7,1188571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi248,Ha Noi,La Paz Hanoi Hotel,https://www.agoda.com/la-paz-hanoi-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/266/2662774/2662774_17082910130055794141.jpg?s=1024x768,"Da Phuc Village, Sai Son Commune, Quoc Oai District, Hanoi, Vietnam, Thach That District, Hanoi, Vietnam, 10000",6.5,1471861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi249,Ha Noi,Medallion Hanoi Hotel,https://www.agoda.com/medallion-hanoi-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/108/108409/108409_16091415450046449491.jpg?s=1024x768,"11 Ma May Street, Hoan Kiem District, Old Quarter, Hanoi, Vietnam",8.1,884416,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi251,Ha Noi,Hanoi Luxury Hotel,https://www.agoda.com/hanoi-luxury-hotel_2/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/232/2320483/2320483_17060211020053420114.jpg?s=1024x768,"N0 2 Phu Doan Lane, Phu Doan Street, Hoan Kiem Dist, Hoan Kiem District, Hanoi, Vietnam, 10000",8.9,680844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi252,Ha Noi,V-HOUSE 6 Serviced Apartment,https://www.agoda.com/v-house-6-serviced-apartment/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/4970421/-1/8bdb8b7bbf5c5b625a3ca03e5b157340.jpg?s=1024x768,"No 40, lane 171, Nguyen Ngoc Vu st, Trung Hoa ward, Cau Giay dt, Hanoi, Cau Giay District, Hanoi, Vietnam, 10000",8.6,434199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi253,Ha Noi,Hanoi Asia Guest House,https://www.agoda.com/hanoi-asia-guest-house/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/399221/-1/46debc352ec5610758a81eea99ee96f3.jpg?s=1024x768,"83 Thuoc Bac st., Hoan Kiem Dist., Old Quarter, Hanoi, Vietnam",7.4,241039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi254,Ha Noi,Adonis Hanoi Hotel,https://www.agoda.com/adonis-hanoi-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/5824719/-1/87ed6266d027f8b7388750825d2c38e4.jpg?s=1024x768,"55 Quang Trung, Hoan Kiem, Hai Ba Trung District, Hanoi, Vietnam, 10000",9.0,806162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi255,Ha Noi,Hanoi Fantasea Hotel,https://www.agoda.com/hanoi-fantasea-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/194445/-1/c9a7d76101760b7e71fa8325f45a8bb1.jpg?s=1024x768,"78b Hang Non Street, Old Quarter, Hanoi, Vietnam, +84 439289962",7.2,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi257,Ha Noi,Hai Bay Hotel & Restaurant,https://www.agoda.com/hai-bay-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/4655654/-1/b30859471a39f77c67fa469852822814.jpg?s=1024x768,"27 Hang Bong, Old Quarter, Hoan Kiem, Hanoi, Hoan Kiem District, Hanoi, Vietnam, 100000",9.1,1469918,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
HaNoi258,Ha Noi,Box Hotel Hanoi,https://www.agoda.com/box-hotel-hanoi/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/908/908274/908274_15071009360032010424.jpg?s=1024x768,"16 Hang Buom, Old Quarter, Hanoi, Vietnam, 100000",7.8,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi259,Ha Noi,Hanoi Holiday Center Hotel,https://www.agoda.com/hanoi-holiday-center-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/149/1497302/1497302_16100113370047207984.jpg?s=1024x768,"08 Nhà Hoả, BEST LOCATION OF HANOI OLD QUARTER AND HIGHLY RECOMMENDED, Old Quarter, Hanoi, Old Quarter, Hanoi, Vietnam, 10000",8.4,494416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi260,Ha Noi,Anova Hotel,https://www.agoda.com/anova-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/263/2634548/2634548_17081811530055501488.jpg?s=1024x768,"No 9, Vo Nguyen Giap str - Thai Phu - Mai Dinh - Soc Son - Ha Noi, Noi Bai Airport, Hanoi, Vietnam",7.7,545455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi284,Ha Noi,Royal Hotel,https://www.agoda.com/royal-hotel_2/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=3,https://pix6.agoda.net/hotelImages/301/3014193/3014193_17102710150058374256.png?s=1024x768,"19 Hang Chao, Ba Dinh District, Hanoi, Vietnam",7.8,561732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi305,Ha Noi,Zostay Hostel Backpackers,https://www.agoda.com/zostay-hostel-backpackers/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/1138440/-1/0c166893bdc93a912c6654ac071ef24f.jpg?s=1024x768,"No 7, Hang Muoi Street, Old Quarter, Hanoi, Vietnam, 10000",7.4,649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi306,Ha Noi,Blue 29 Hotel,https://www.agoda.com/blue-29-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/528/528838/528838_15011414550024597639.jpg?s=1024x768,"3/325 Giang Vo Street, Ba Dinh District, Dong Da District, Hanoi, Vietnam",7.3,474545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi307,Ha Noi,Hue's Family Home stay,https://www.agoda.com/hue-s-family-home-stay/hotel/all/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=6,https://q-xx.bstatic.com/xdata/images/hotel/840x460/144070019.jpg?k=796998d205fe0adfbf89f91a13fe272416e56080098900e4663d7fbb1311682e&o=,"No. 51C, Alley 49, Trang Tien, Hoan Kiem District, Hanoi, Vietnam",8.1,290909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi308,Ha Noi,ISTAY Hotel Apartment 5,https://www.agoda.com/istay-hotel-apartment-5_2/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1&tspTypes=3,https://pix5.agoda.net/hotelImages/2448681/-1/e4c02cf42938600198a165ef3ff19d53.jpg?s=1024x768,"No.45, lane 4, Dong Me St, Me Tri ward, Tu Liem Dt, Hanoi, My Dinh, Hanoi, Vietnam",7.5,478355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
HaNoi310,Ha Noi,Hanoi L'Heritage Centre Hotel,https://www.agoda.com/hanoi-l-heritage-centre-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/64309/-1/934ba299af3a73b3bc4d5e7fc17100ab.jpg?s=1024x768,"14A Luong Van Can Street, Hang Dao ward, Hoan Kiem District, Old Quarter, Hanoi, Vietnam, 10000",9.0,2753247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HaNoi311,Ha Noi,Ancient Lane Hotel,https://www.agoda.com/ancient-lane-hotel/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix6.agoda.net/hotelImages/5100415/-1/f85905987422ab65a9076755da1e6964.jpg?s=1024x768,"No 2 Tam Thuong Lane, Hang Gai Ward, Hoan Kiem District, Hanoi City, Vietnam, Old Quarter, Hanoi, Vietnam, 10000",9.0,740260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HaNoi315,Ha Noi,Hotel du Monde,https://www.agoda.com/hotel-du-monde/hotel/hanoi-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=0cb6f696-fb13-425e-86e1-249cea45b879&travellerType=1,https://pix5.agoda.net/hotelImages/2223073/-1/cb767e0b0df6ae90e09b4c4df46f1d7e.jpg?s=1024x768,"89 Hoang Nhu Tiep, Long Bien District, Hanoi, Vietnam, 10000",7.6,1280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
